komentar,platform
Beuh ini yg gue tunggu jg,youtube
0:40,youtube
"Takutnya nonton PS 1 belom ilang eh udah mau muncul yang ke 2:"")

BTW, ceritanya gak nyambung ya ke 1 dan 2?",youtube
"Play pake speed 0.25 di detik 40
Nanti kelihatan scene tersembunyinya",youtube
"sangar, pocong aja jadi budak. ini udah masuk next level horor bukan cuma setan tapi juga super power",youtube
Collab sama cj enm lagi gak?,youtube
Kita kalahkan KKN Yg gak layak di tonton 9 juta,youtube
Padahal Mah Ngaa Dapet Apa Apa :(,youtube
Atas Dasar Apa Kamu Menginisiasikan Seperti Itu,youtube
 @ArvinMuhammadAjif  apa si njing...,youtube
"0:40 pake playback 0,25 dan rasakan sensasinya 👌",youtube
"Yg kek gini yg harusnya jd film terlaris sepanjang masa, bukan film gimmick bodoh yg cuma impact true story doang pdhl ga yakin bener ngga nya",youtube
"Seiring perkembangan jaman film indonesia terutama film horor, makin bagus aja, dari segi pengambilan gambar, cerita, alur, efek jumpscare  makin bagus pokoknyaa ..kalo dulu vulgar banget ..tp skrg lebih ditekankan pada alur cerita film bukan pada pemain film, Goodjob banget sih ..apresiasi besar buat dunia film tanah air yg sudah berkembang sampai sejauh ini dan bisa mengangkat film tanah air ke kancah internasional 🥳 dan untuk PS2 yakin dah ini bakal bagus banget teasernya ada bagus apalagi nanti 😲 okayy 2bulan 🙂",youtube
Film horor berkelas yang emang menyajikan segala macam aspek horor. Dari trailernya saja sudah membuat hati tak nyaman.,youtube
Plis gek latar waktunya di tahun 90an bagus kalo film indo sekarang latar waktu 90an,youtube
0:40,youtube
Sound nya ngeri,youtube
Bisa gak sih time travel ke tanggal 4 Agustus?,youtube
Film yang paling aku tungguin nih..,youtube
"Pokoknya karya garapan Joko Anwar  = jaminan kualitas film terbaik dari segala sisi baik cinematografinya, cast nya, bg sfx nya, pokoknya paket lengkap deh",youtube
Trailer nya mantappp,youtube
"Wajib, kudu, mesti, harussssss ditontoooonnnnn guysssss🤙🤙",youtube
"menit 0:40 kecepatan 0,25 brightness full",youtube
gua ga berani nonton malem harus siang hari jangan kaya pas yang pertama sosoan nonton malem jm 9 pas balik mall pada tutup anj mana gelap naik lif ke parkiran besmen mana temen gua kaya anj penakut pas buka lif berasa jauh banget ituh mobil,youtube
Yayayaya,youtube
"Kalo terlalu seram juga banyaka yang mengurungkan niat buat nonton. 🥺
Penasaran sama foto pocong sujud, ditontong berulang ulang ga nemu, eh setelah diputar di kecepatan 0,25 baru kelihatan. 😅",youtube
ahhh ga sabar pengen nontonnnnnnnnn,youtube
woilahh yg pertama aja nontonnya ga berani buka mata 😭😭,youtube
Jika kalian putar pelan2 pake speed paling slow ada banyak pocong di 0:40,youtube
Ini mah wajib nonton di bioskop,youtube
Si Paling Pinter.,youtube
 @cijayobole7731  sipaling komen,youtube
Waduh.. Di detik 0:40 ada glitch scene. Joko anwar kesurupan David fincher kah? GG 🔥🔥🔥,youtube
Nunggu 4 Agustus kaya lama banget sih ini film horror yang paling diantisipasi tahun ini,youtube
sekilas mirip insidius,youtube
"Buat saya masih serem perjalanan hidup saya sebagai "" PENGABDI MANTAN"" 😂",youtube
"Coba liat lagi detik 0:40 pake speed 0.25 terus pause bentar...
Ada spoiler dikit tuh 😀",youtube
We need a TRAILER Right now please!!!,youtube
Ayooo kpn ini udh ga sabar pgn nntom,youtube
Gila berasa beud vibes horror nya. Seram pol njirrr.... Saya aja deg degan jadinya. Ini adalah film horor yg saya tunggu2. Secara sutradara nya joko anwar gitu loh,youtube
"Yang lagi virall top.terbaru
: Link.    👇
https://youtu.be/9uE69eSnh68",youtube
Yukss mari lariskan ampe 9 juta penonton kayak KKN desa penari... Moga sama larisnya,youtube
"Ada glitch di antara tulisan pengabdi setan 2, ada satu frame foto yang disembunyikan. Gilaaaaa poci nya nyembah siapa ituuu",youtube
GASABAR .,youtube
film mas joko anwar tetap yg trbaik 👍,youtube
Can't wait on Netflix,youtube
"film pengabdi setan memang terfavorit lah, dari sekian banyak film horor di Indonesia, film inilah yg menurutku plg top, plg keren, plg hebat kah pokoknya
mantap emg film pengabdi setan👍👍",youtube
Film paling ditunggu🔥🔥🔥🔥,youtube
semoga tembus pasar citizen ASEAN,youtube
0:40 😱,youtube
Semoga lebih bagus dari yang 1 . Buat jadwal nonton dari sekarang .,youtube
Harap2 berjaya lah filem nie jangan jadi macam sebelum iblis menjemput 2 tu memalukan,youtube
Kaya tempatnya the raid yak,youtube
kalahin KKN yuk ah yukk...,youtube
gk ad yg notice ad 1 frame pocong cpt amat... wkwkwk,youtube
0:03 Putri marino masih bocil,youtube
Isi trailer nya: ibu ibu ibu ibuuu,youtube
SANGAT DI TUNGGU 🚀,youtube
siapa yg liat pocong sujud dividio ini ???,youtube
Kalah Sama kkn di desa koruptor,youtube
Bot dek,youtube
Joko anwar emang the best,youtube
Joko anwar emang the best,youtube
"Setan itu berada dalam raga & pikiran kalian. tergantung anda sedang memikirkan apa. Tapi yakinlah.. bahwa manusia itu jauh lebih menakutkan di banding Setan
🔫🔪💉💊💵✂",youtube
Bangsat kaget gue....,youtube
Ibuk ibuk doang😅,youtube
"Di film sequelnya ini kita butuh sosok ""detektif"" yg bertugas nyari jawaban atas misteri2 di film pertama, kuat dugaan ane sih itu yg bawa senter adalah sosok yg ane maksud, semoga ya

Btw, di film pertamanya ada korban jiwa berjatuhan, termasuk sosok ustadz yg ane kira bakal jadi hero layaknya film jadulnya, yg ternyata berakhir naas, ane yakin yg bunuh pak ustadz bukan sugus deh, melainkan si Ian bocil setan yg di scene sebelumnya bawa piso, ini juga menguatkan pendapat pak ustadz (ketika melihat kamar nenek) kalo setan hanya bisa mengganggu

Film pengabdi setan ini jadi keren karena menghasilkan multitafsir dan teori",youtube
Ini film tentang ibu ibu ya ?,youtube
udah gasabar bgt dong,youtube
"semoga ceritanya lanjutin yang pertama, karna di film pertma juga bayak nanggung nya yang buat film nya jd gak jelas.. makin gak jelas lagi pas endingnya 2 orang lapet nari.. aneh banget.. bagaimana nasib ustad yg mati di rumah itu ? bagimana nasib anak yg dibawa ? terus kelanjutan kehdupan mereka bagaimana..?",youtube
pokonya sewu dino harus di direct sama JokoAnwar lagiiiii !!!!,youtube
Yang ditunggu tunggu akhirnya,youtube
Dimenit mana,youtube
Gelap njir dislike,youtube
 @rizkyramadhan8189  0:40,youtube
Terus kira² si bapak ngomong apa ya pas malam² sebelum ibu meninggal. Dan bapak itu di kota kerja apa ya sesingkat itu dapat duit dan langsung bisa beli rumah di rusun itu. Sangat tidak sabar menunggu kelanjutan film ini 🍻,youtube
"Ini lanjutin yang pertama kok, kan di ending mereka pindah ke rusun terus disana ada Darminah sama Batara yang merupakan anggota sekte, dan mungkin di detik 0:40 yang ada Batara bawa senter ngeliat pocong sujud, mungkin sujud ke Ian:v",youtube
 @langitsore7235  ato mungkin pcong tersebut ngbungkus ustad?,youtube
"Waahh bakal saingan sma KKN nih
Mantapp🤟👍👍",youtube
0.40😨,youtube
Nungguin ini banget!!!!!,youtube
Cant wait horror andalan ggw,youtube
"Ne film 10 x lebih seram dari kkn 
Kkn Itu cerita ngarang Yg di rangkum jadi film biar hype nya tinggi. Ada adegan panas di Kolam. Apa an tuh. Pake embel2 mesum 
Gue 100% Gk percaya sama cerita kkn terlalu ngarang. Klo Bukan kisah nyata Mgkn gue Maklumi film kkn Yg  emang sengaja di buat film. Dan ter hype karena di Bantu tikotok. Bikin Malu aja film terlaris Indo kok kek gtu .emang byk yg nton tapi no kualiti.",youtube
Alhamdullilah Mantap,youtube
Conjuring nya Indonesia 😭👏,youtube
mudah2an bisa sesukses film remake sebelumnya pengabdi setan (2017),youtube
0:40,youtube
Spoiler di detik 0.40 😁,youtube
Semogas bisa melebihi KKN aminnn,youtube
Pengin nonton tapi baru liat trailernya udah ciutt,youtube
Waaaahhh Ini sangat menarik berasa nonton setan jadul gtu,youtube
INTINYA JANGAN ADA DRAMA CINTA YA.. SOALNYA YANG PERTAMA THE REAL HOROR NO CINTA CINTAAN!!,youtube
"Pasti pecah n meledak ni film!!
Memecahkan rekor penonton d Indonesia..
Yakin gw",youtube
Based on QUALITY!!! Meskpin cuma teaser tapi i believe that this film will beyond my expectation and my imagination.,youtube
Pengabdi Setan : The only one of Indonesia's horror movies i've watched at the cinema!,youtube
0:39 secret Scene cuman sekilas harus di lambatin vidio nya,youtube
"Sembari menunggu kehadiran Ibu di Pengabdi Setan, Buyut sedang menantimu di Theater terdekat ☠👏",youtube
Anjirrrr merinding..gilllllaaa wajib nonton gapake nego,youtube
"Sama ( klo aku pertama kali nonton film lokal ) dan harus diketahui juga,bro
Makin banyak film indo yg berkualitas sejauh ini.",youtube
Itu pocongnya pada sujud ke siapa ya??,youtube
Film horror terbaik,youtube
0:39,youtube
Conjuring ya versi Indonesia😎,youtube
"Baru liat potongan klip seperti ini saja, sudah ,merinding..😆😁..sialan..ayo produksi terus film indonesia, kembali lah kejaya an perfilman 👍👍🇮🇩",youtube
jadi ibu2 lagi yg jadi biang kerok ya. si bapak aman2 terus matinya,youtube
Okeee siappp nonton!!!!!,youtube
"Buset, padahal cuman manggil nama doang 😭",youtube
"Kenapa yah film hantu selalu rumahnya gelap. Kenapa kek tidak kasih nyala lampunya...aku di rumahku kalo mau ke WC, dapur atau yg lainnya, pasti kasih nyala lampu ..jadi terang benderang...",youtube
mantap! ini yang aku tunggu,youtube
0:40,youtube
Film sebelah modal ada adegan segs nya doang laku keras noh,youtube
"yuk ah jadi film horror terlaris, males banget kalau liat yg laris justru film yang jelek :D",youtube
PECAHKAN REKOR KKN DI DESA PENARI YOK,youtube
"bagus sih tapi gak terlalu suka genre beginian, cobalah sutradara lokal bikin film slasher gore yang ceritanya masuk akal dan mendebarkan",youtube
Musiknya udh kaya insidious aja. Bikin jantungan 😌😌,youtube
Wah aku nonton PS dari yang paling original tahun 1980 sampai udah mau keluar yang part 2. Semoga bisa membanggakan nama bangsa lagi untuk kedua kalinya,youtube
akhir nya berhasil pause dan lihat jelas scene tersembunyi di teaser ini… merinding njirrr….,youtube
Hidden scene nya di detik 0:40 coba liat di pengaturan resolusi paling tinggi,youtube
"Terbaik itu tidak selalu yang terbanyak, tapi yg terbanyak belum tentu yang terbaik, yang terbaik akan tetap jadi legenda 💜",youtube
Lu aja yg bikin sendiri,youtube
Danain bre,youtube
detik ke 40 kan?,youtube
0:40,youtube
kita tunggu behind the scene nya...apakah ada kejadian mistis di lokasi syuting...,youtube
Pas mini teaser dibikin merinding lewat suara yang ini dari gambarnya serem abieeez,youtube
Nahhh etaaaaa,youtube
"Putar video di mode lambat 0,25x lalu pilih detik 0:38
Agak nunggu dan bakal munculnya cepet bgt sih
Ada sedikit clue
Itu kayak bajunya ahmad albar yg di pengabdi setan 1 di scene terakhir",youtube
Ini yg baru namanya horror bikin merinding jumpscare luar biasa ga sabaran nonton nih film,youtube
Can't wait ❤️,youtube
Sudah kuduga takut duluan baru liat teasernya 😭,youtube
"Ga sabar bgt! Guys, ada gambar tersembunyi di detik 00.40 dan harus pelan-pelan untuk pausenya👻 Selamat berdiskusi dan bertanya-tanya tentang apa pesannya?",youtube
the real nightmare,youtube
Ini dia the masterpiece 😲😲😲😭😭😭😘😘😘😘 oh my god i really waiting for this movie😊 mudah2an film nya laris manis tanjung kinpul. Tanpa harus embel2 marketing yg buriq kaya film sebelah. Ini baru film beekualitas,youtube
"Wah teaser ke-2 ini makin bikin penasaran euy 🔥 
Makin gak sabar buat nonton dan semoga puas dgn kinerja om Joko di PS 2 ini
Masih jadi the most anticipated movie of the year versi gw",youtube
"""Minyaak.... Minyaak... Minyaak...!"" Njir, merinding dengernya.. 😬😱",youtube
Kpn coming soon nya di XX1???,youtube
Bisa ngalahin kkn sih soalnya dulu aja gada sosmed kaya sekarang udah 4 juta penonton keren😁,youtube
Pas judulnya nongol mengingatkan sama insidious wkwk,youtube
Aduh knp komennya jdi pd banding2in (kkn vs ps). Menrutku bagus ko dua2nya. Smkin kesini film horor misteri Indonesia smkin bgus 👍,youtube
"Pngen nntn tapi takut, 
.
.
.
Takut g punya duit hehe 🤣😅",youtube
Ini film lanjutin pengabdi sentan 1 apa beda cerita?,youtube
Ada yang lebih hororrr..!,youtube
"Smoga sukses sperti sbelumnya,ga sabar masih 2 bulan lagi ini....",youtube
yang tersembunyi yang mengakibatkan budiman muntah-muntah setelah melihat langsung dan memotretnya 👻,youtube
@ฅ^•ﻌ•^ฅ akwowko,youtube
Sulit layak nya KKN udh 8 juta lebih,youtube
" @urraurra7749  gak bakalan Njir KKN penontonnya udh lebih yah Lo mikir aja ,kita liat aja nanti pokoknya mah soalnya KKN udh mau 10 jutaan",youtube
"Kkn dibantu sama media sosial kayak tiktok,pengabdi setan waktu itu belum ada gituan bisa sampai 4,2 juta penonton dibandingkan film md kayak danur itu wah banget apa lagi sekarang mau ada yang pengabdi setan 2 bisa lah ngalahin kkn soalnya film garapan rapi films sama joko anwar itu mewah pastinya bagus",youtube
 @urraurra7749  mungkin kualitas Film lebih Bagus pengabdi setan 2 communion kalo KKN cumann menang penonton doangg,youtube
 @urraurra7749  minimal tujuh juta sih kalo gua,youtube
 @urraurra7749  tapi banyak yang Komen katanya film pertama lebih bagus di banding sekuelnya,youtube
" @urraurra7749  KKN gak selevel  sama PS, KKN emang gak serem sih cumann dia lebih ke mistis aja,dan kalo pengabdi setan lebih ke ritual atau persembahan kepada iblis",youtube
Paling mentok 3 jutaan,youtube
 @juniforu5441  gak usah sok tau tayang aja belom udh ngira 3 juta,youtube
Coba cek di 00:40 pakai slow-mo. You'll see what I see. 🥺,youtube
Kalo pause pas 0:40 ada bocoran lucu 🤭,youtube
Pengabdi setan yg pertama aja bikin gak bisa nafas nntonnya apalgi yg ini kayaknya lebih serem,youtube
Kalo jokan yang bikin si udah jaminan mutu dah . GAK PERNAH KECEWA,youtube
"Ayo Rapi Film promosinya harus gencar, biar bisa ngalahin KKN",youtube
Ga bisa di majuin apa ya tgl tayangnya...dah ga sabaar...,youtube
Kalau ga nonton cinecrib gatau ada scene tersembunyi ahahaha gila susah bgt dapetin scene yg di detik 40 yg sekelebet doang kudu ngecheat pake speed videonya 0.25x ahahahaha,youtube
Yuk siap ngalahin yang itu tuh,youtube
Ya allah baru ginian aja udah merinding bangett. Gak perlu pake jumpscrare2an segala.. Vibesnya emang udah sangaat HORROR dan menyeramkan! Gak sabar ketemu Ibu lagi.  Xx,youtube
Melebihi kkn? Gas ayu,youtube
kalau trailernya dah keluar baru berdebar debar rasanya..,youtube
apa sik ibu2,youtube
"Kalian nyadar sesuatu gak sih sekitar detik 0:40 itu ada pocong pocong yg sujud di suatu ruangan dan di belakang pocong itu ad org yg bawa senter dan dibelakang org yg bawa senter ad org yg baru seperti nya menemukan ruangan itu

Kalo kalian belum nemu coba teliti lagi pasti ad kayak semacam lampu",youtube
"Wah gokil, film horor indonesia yg bener² 'HOROR' ada sequel-nya!! Film yg bukan sekedar maen jumpscare, judul atau banner diserem²in.
Gw sering bet nonton film horor indo yg sebagian (hanya sebagian ya) bruh~, alur ga jelas, ending membagongkan. Ngebuat gw kapok, asli. Dr 2021 sampe skrg gw blm pernah nonton film horor indo lagi.
Cuma inilah film horor terbaik yang ga ngebosenin dan bisa gw nikmatin berkali-kali.",youtube
0:40 WTF!,youtube
Kok lama 4 Agustus 😭,youtube
Expektasi saya tinggi terhadap film ini semoga filmnya bagus dan menjadi horor terbaik tahun ini,youtube
Gak mampu beli lampu ya Wina?,youtube
Kerenn sii ini udh GK sabar deh pengen nonton,youtube
Beda sih karya masterpiece Joko Anwar dengan karya hasil cerita dongeng👍🏻,youtube
Gundala buktinya melempem,youtube
 @juniforu5441  mas di bandingin ama film superhero yang lain gundala paling terbaik. Kalo ada kekurangan sana sini ya maklum lah soalnya indonesia baru mencoba membuat film superhero. Jangan di bandingin ama mcu atau dcu ya pasti kalah jauh,youtube
"Ngecheat itu aja harus tetap di pause play karena bahkan 0,25 aja masih susah diambil",youtube
 @yogipratama9370  betul susah payah jugak,youtube
Gak bisa bre yakali 8 juta,youtube
" @juniforu5441  semua bisa terjadi, ya semoga aja si. Jan lupa nnton wkwk",youtube
Welcome 10 juta penonton,youtube
Nina.......Nina..... goosebumps gila!!!!,youtube
apakah bisa mengalahkan film kkn. sebagai film terlaris sepanjang masa versi indonesia...,youtube
"10 juta penonton, gas!",youtube
lama banget nungguin Agustus:(,youtube
"cant waitt <33, karya joko anwar emg gapernah gagal",youtube
hantu ibu lagi?,youtube
0:39,youtube
"gila baru teaser aja gw udh merinding,, sumpah😨
0:40  perlambat video ke 0.25 ada pcong lagi sujud  😱",youtube
Di 0:40 ada yang aneh,youtube
"Akhirnya referensi short filmnya kepake di film ini, semoga saja go internasional lagi",youtube
Menit 00:40,youtube
"Lihat potongan Menit ke 0.40 pas, disitu letaknya",youtube
"Pas ngeglitch abis tulisan joko anwar, ada sekumpulan poci lg sujud tuh",youtube
Semoga sukses seperti pendahulunya.,youtube
0.25,youtube
Perlambat video ke x0.25 biar lebih mudah lalu skip ke detik 39 dan pause di detik ke 40. Ada cuplikan tersembunyi,youtube
Ga sabar sport jantung,youtube
Siapa yang liat barisan pocong di akhir😅☝🏼,youtube
Beneran ada sugus 🤣,youtube
Gk bisa,youtube
"Kalo film terbaik jelas ngalahin kkn, tapi kalo terlaris kea nya engga",youtube
Sumpah klo film uda sangkut paut sm hntu pocica itu serem bgt. Gw liat trailer yg durasinya seuprit aja merinding 😂,youtube
"the one & only Joko Anwar, karya2nya memang amazing 👍👍👍",youtube
andaikan KKN dikerjakan joko anwar....,youtube
Sebelum Iblis Menjemput sih mnurutku the best horor thrill terbaik 😁,youtube
"ga perlu pk gimmick ""kisah nyata"" hoax, ud pasti bagus nih film.",youtube
00:40 konspirasi nih jadi makin penasaran 🤔🤔,youtube
yok bisa yok nyusul kkn,youtube
"ubah kecepatan ke 0,25 terus liat ke detik 40 ada scnene dimana banyak banget pocong lagi pada sujud 😳😱",youtube
Yang kesini gegara pocong sujud,youtube
"Wajib nonton, dan gak sabar liat film dan traillerrnya...",youtube
"gw gk nonton kkn desa penari , tpi gw lebih tunggu PS 2 , karya joko anwar , critanya klasik gk ngunsur adat2tan , cuma ngunsur era thn 80an",youtube
masuk list siih ini😶,youtube
"Bangkeeeee ngeri banget ada pocong bungkuk ke lantai, mana di liatin cepet banget",youtube
0:40,youtube
0:40 ada hidden scene,youtube
Can't wait to this movie!,youtube
Bangke Teasernya aja bkin penasaran,youtube
Semoga gk mengecewakan... Ada beberapa film movie yg terkenalnya kebangetan. Trus manfaatin popularitasnya dan maksain bikin sekuel ke 2 meski udah gk ada cerita lanjutan lagi. Dan hasilnya malah mengecewakan.,youtube
"Gara2 tiktok, penasaran sama trailernya yang tersembuyi. Ada banyak pocong yang sujud",youtube
"Dear neti +62
Gk usah pd banding2in,cukup lu tonton dan dukung semua karya film anak bangsa,simple......gk perlu ribet dg perspektif kalian yg kadang bikin heran,pdhl sama2 Indonesia tpi sering ngejatuhin bukannya support ✌️🙏🏻",youtube
Pocong nya pda sujud semua..,youtube
Jokan nya nggak mau,youtube
 Night Bot  iya betul,youtube
Dia pernah ditawarin tapi dia gak mau karena menurut dia cerita yang berdasarkan medsos itu gk perlu di filmkan,youtube
" @earthquakevideoworld1899  masasih? bukannya dia bilang jadwalnya full ya sampe 2022, makanya gak mau pegang kkn",youtube
Emang kenapa klo bukan joko anwar yang ada dibalik film kkn?,youtube
"​​ @nandadd7972  ya liat aja sendiri, menurut anda kkn yg ga digarap sama jokan film bagus? coba sebutin aspek apa yg bikin bagus, IMO yg bagus cuman pas nari doang",youtube
sy sih cmn berpendapat kalo film horror yg dikerjakan joko anwar itu seremnya dapet. itu yg sy rasakan wkt baca cerita kkn. karena film yg dibikin dr cerita yg viral itu jelek salah satunya film penghuni tak kasat mata yg sangat beda jauh dr cerita aslinya yg alhasil skg penulisnya si genta yg bikin channel kisah tanah jawa...,youtube
The evil dead dengan style bang timo,youtube
"Udah dijauh jauhin padahal cuma nonton sepenggal gini, padahal setannya kagak ada",youtube
"Kenapa film horor sekarag bisa kntl banget penontonya. Krna jaman film PS yg pertama, orang-orang tau kalo filmnya sereeem banget, makanya pada takut nonton!! Giliran yg skrang, satu kampung diajakin notn semua. Maknya penotnnya bsa ngalahin film Avengers. Kessel gak tuh??",youtube
"Cuma berharap PS 2 bisa kasih ending yang pecah, jangan kaya film sebelumnya",youtube
Detik pertama aja udah bikin kaget ngeri padahal cuma suara manggil doang. Astaga ini baru trailer.,youtube
Detik 00:40 ada pocong sujud anjir.,youtube
Yang pertama nonton ... endingnya gak ngira buangeet ... bagus yang seri pertama,youtube
"Coba putar mode lambat trus berhenti di menit ke 0:40 
Ada gambar yang tersembunyi",youtube
waduh ibu 2022,youtube
0:40 lambatin kecepatannya dan pause,youtube
"Yang lama ditunggu akhirnya datang juga. Mungkin secara jumlah penonton ga bisa ngalahin yg kemarin 'hueboh' tapi secara kualitas, yg ini berada jauh di atas",youtube
"Penonton gaperlu based on true story atau pas confers bilang ada yg kesurupan, cukup film nya horor aja dan bikin deg degan akan membuat kami senang.",youtube
ada pocong sujud!   boommmmm,youtube
2 bln lg,youtube
ada scene yang tersembunyi...pocogn nya nyembah siapa tuh,youtube
quality over quantity. let's prove it,youtube
Film HOROR sekarang lebih berfaedah dari pada TALI POCONG PERAWAN DUDA JOMBLO DLL pada masannya.... Kayak nonton bokep..,youtube
"Tenang aja, Pengabdi setan 1 dan 2 hanya permulaan, karena ini adalah bagian dari sekuel film ""Nina Bobo"" 👩‍🎤",youtube
Klo ada film horor selain buatan joko anwar. Gua gk bakal nontn.,youtube
"speed atur 0,25 cek menit 0:39 pelan pelan sambil di pause ke 0:40 ada 1 frame penting nongol wkwk",youtube
"Yg season 1 aja masih buat trauma nontonnya, gimana season 2 apa nanti bikin kejang² 😅",youtube
"ending pengabdi setan justru menarik bagi sebagian orang trmasuk saya, open ending yg ga diduga",youtube
" @nizarsulthon9560  tapi rasanya aneh bang, banyak yg menyayangkan endingnya malah dikejar2 pocong zombie gitu yg di rumah, jadi kaya vibes rumah hantu, kalo scene yang di apartemen itu baru bagus jadi jembatan ke PS 2🔥",youtube
 @nizarsulthon9560  benerr jadi buat penonton penasaran,youtube
"Itu namanya reboot di tahun 1980, beberapa scene di film jadul tetap di adakan namun jalan cerita sedikit diubah",youtube
" @earthquakevideoworld1899  film terseram sih itu KKN juga lewat
Garapan sutradara sisworo gautama putra yang juga menyutradarai film film jadul Suzana",youtube
"@Sanjana Nuralima iya but maksud gw kaya apa ga ada opsi biar dikemas lebih pecah lagi gitu, sm kaya Gundala juga pas diakhir gelut/shootnya kaya sinetron banget",youtube
"Aamiin, semoga Joko Anwar berbenah dari film PS 1 yang endingnya aneh ngelawan setan zombie kaya di rumah hantu",youtube
"ya terserah sih, mau based atau ngga, selama dikemasnya bagus mnurut preferensi sendiri ya, well it's okay right(?)",youtube
Masa iya,youtube
Film Nina Bobo gaje banget ampas,youtube
Detik 0:40 ngeriiiii anjir pocong nya pada sujud,youtube
semoga ga kebanyakan jumpscare yang ujung2nya cuma ngagetin.. bukan serem malah jantungan..,youtube
Sumpah sih gue penasaran banget sama ni film... pengen cepet2 tayang,youtube
"0:40 sedang sujud pada siapa ngocop ngocop itu, hmmmm~~~",youtube
Jadi kangen rambut nenek,youtube
very work it,youtube
Demi apapun gw dpt notif ini tadi malem. Tp gw nunggu pagi dulu baru mau liat teaser-nya. 🤣🤣,youtube
0:40,youtube
Menurut aku ni ya kemungkinan dari teasernya kayaknya ini tentang kejadian kasus keluarga lain yang diteror oleh ibu dan sekte di rusun tsb sebelum keluarga nya Rini pindah ke rusun tsb,youtube
Mantap ini,youtube
"Coba setelah jumpscare dislomo dan di paus paus , ada yg nemu apa?",youtube
Gak sabar nungguinnya 😁,youtube
It's a worthy to get 15 Million views 🔥🔥,youtube
Yang namanya wina sedang ketar ketir sekarang 😆,youtube
Satu satu nya film yang bikin gw sampe ke bawa bawa mimpi ... wajib di tonton,youtube
Pas nonton cine crib ternyata ada scene tersembunyi,youtube
ohohooohoooo... gambar apa ituuuuuuu,youtube
Pada notice pocong sujud ga? Bisa nonton ulang di akhir pake kecepatan 0.25,youtube
"Detik 0:39 pake kecepatan 0,25x liat ada frame tersembunyi",youtube
Apa sih ga jelas,youtube
G liat,youtube
" @valerie5805  ada, cepet banget kaya glitch",youtube
 @valerie5805  trick nya di perlambat dulu video nya ke 0.25X,youtube
Masa sihh?liat aja tar dah,youtube
 @reyy93  cuma tebakan menurut  teori ku,youtube
"i think should be more than that. Because (in my opinion) it's the real picture of fear, anxiety, anger, affraid and nightmare. the realis of nightmare",youtube
Begitulah 😭😄,youtube
Di menit 0:40,youtube
Ternyata detik ke :42 ada Pocong sedang sujud,youtube
"Dipanggil dengan cara creepy kayak gitu masih mau datang
😁",youtube
Ngntt la ngapain nonton jam segini woi 1.32 pagi,youtube
Nanggung bgt,youtube
"tekan 0:40 dengan kecepatan pemutaran di 0,25 : kamu bakal menemukan ""Sesuatu""",youtube
"Di detik 0:40 speed nya turunin ke 0,25x ,ada congpo sujud",youtube
B aja,youtube
"2022 siap banyak film horror ygy, pengabdi setan 2, ivanna, Mumun",youtube
Itu pocong kenapa pada sujud,youtube
00:40 pocong sujud,youtube
Setan pengabdi setan 👻👻,youtube
"Mas Joko Anwar, please jangan bikin kami kecewa di film mu yg ini... Minta tolong penulisan dan alur ceritanya lebih diperhatikan lagi... thx",youtube
Pocong sujud ngapain bang😭😭😭,youtube
Welcome back PENGABDI SETAN,youtube
"Yg jd pertanyaan. Baru juga teaser, knp udah d banding2in.??? Heran pd berisik...",youtube
Kuat ga ya nontonya,youtube
0:40 secret message!!,youtube
"Ini baru teaser, ada scene tersembunyi yang muncul ga sampe sedetik, yg teliti aja yg nemu. Keren bgt, ga sabar",youtube
2 bulan lagi ni ga sabar 😀😀,youtube
Serius nih pengabdi setan 2?,youtube
"Kalau diperhatikan baik-baik, antara menit 0:39 sampai 0:40 atau satu frame yang memberikan kita sedikit spoiler sedikit seperti apa film ini nanti.",youtube
Potjong soedjoed diending teaser,youtube
Ada pocong sujud 😼,youtube
"detik k 40,,ngeriii",youtube
Gila sih naruh easter egg nya,youtube
Yuk kalahin kkn yuk,youtube
0:40 njir apaantuh pocong pada sujud?! Merinding sumpahh,youtube
"Harus booming film ini, ditunggu banget",youtube
Ini pengabdi setan dapet aja dah tempat serem2 kaya gini,youtube
Ada pocong yg sedang sujud,youtube
0:40,youtube
0:40 kurangi kecepatan video ke 0.25x ada pesan tersembunyi. Itu mirip pocong lagi sujud kali ya🤔 tapi sujud ke apa ke raja setan gitu? Who knows,youtube
"ada yg nyadar gak,ada sin tersembunyi di akhir video nya 😲😮😮😮",youtube
"Pocongnya sujud woi, merindiiiing",youtube
Sugus bececeran di lantai :o,youtube
0:40,youtube
"sebener e horror itu jg selera... mungkin dikata itu serem dikata itu enggak, ada jg yg seneng cerita ini, seneng cerita itu",youtube
Njir gelap banget. Semoga gak segelap Batman,youtube
"Gassss, Harus nonton pokoknya. Paling gak 2 Kali",youtube
Trailernya aja udh bikin merinding,youtube
Menanti,youtube
Gara gara nonton review trailer nya cinecrib jadi nonton ulang nih teaser. dan bener ada glitch tersembunyi!!!!! Pinter banget deh,youtube
0:40🙂,youtube
"Di akhir trailer, ada pocong (dilihat sih pocongnya sedang nyembah) . Kayaknya di filmnya nanti muncul sekte kuat yang berpengaruh pada psikologis tokoh utama. 
Hereditary versi Indonesia.",youtube
Anjir ada pocong nyembah,youtube
"ish mantaps ini baru yg dinamakan film horor, yg pernah sukses jg di beberapa negara, semoga kembali lagi mendulang kesuksesan seperti PS pertama",youtube
